kew_id,taxon_name,taxon_name_binom,authors,GS_2C_pg,GS_1C_pg,GS_2C_Mbp,GS_1C_Mbp,from_BI_material,data_source,ID
323851-1,Hippophae rhamnoides L.,Hippophae rhamnoides,L.,2.99,1.49,2920.93,1460.46,y,Kew,1
430352-1,Hippuris vulgaris L.,Hippuris vulgaris,L.,1.44,0.72,1408.32,704.16,y,Kew,1
405034-1,Holcus lanatus L.,Holcus lanatus,L.,3.44,1.72,3364.32,1682.16,y,Kew,1
123530-2,Holcus mollis L.,Holcus mollis,L.,7.63,3.81,7458.32,3729.16,y,Kew,1
154821-1,Honckenya peploides (L.) Ehrh.,Honckenya peploides,(L.) Ehrh.,8.4,4.2,8213.44,4106.72,y,Kew,1
405301-1,Hordeum murinum L.,Hordeum murinum,L.,19.44,9.72,19012.32,9506.16,y,Kew,1
303502-2,Humulus lupulus L.,Humulus lupulus,L.,5.86,2.93,5734.08,2867.04,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,10.1,5.05,9877.8,4938.9,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,10.45,5.22,10220.1,5105.16,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,10.05,5.02,9828.9,4909.56,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,10.06,5.03,9838.68,4919.34,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,9.96,4.98,9740.88,4870.44,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,10.07,5.03,9848.46,4919.34,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,21.53,10.77,21056.34,10533.06,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,20.99,10.49,20528.22,10259.22,y,Kew,1
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,21.33,10.66,20860.74,10425.48,y,Kew,1
843768-1,Hydrocotyle vulgaris L.,Hydrocotyle vulgaris,L.,2.14,1.07,2092.92,1046.46,y,Kew,1
433719-1,Hypericum perforatum L.,Hypericum perforatum,L.,1.62,0.81,1582.11,791.05,y,Kew,1
433764-1,Hypericum pulchrum L.,Hypericum pulchrum,L.,0.95,0.47,929.1,459.66,y,Kew,1
83051-1,Ilex aquifolium L.,Ilex aquifolium,L.,2.07,1.04,2024.46,1017.12,y,Kew,1
30221088-2,Impatiens glandulifera Royle,Impatiens glandulifera,Royle,2.04,1.02,1995.12,997.56,y,Kew,1
30208246-2,Impatiens noli-tangere L.,Impatiens noli-tangere,L.,1.54,0.77,1502.08,751.04,y,Kew,1
438992-1,Iris pseudacorus L.,Iris pseudacorus,L.,12.15,6.07,11881.59,5940.79,y,Kew,1
309238-1,Isolepis cernua (Vahl) Roem. & Schult.,Isolepis cernua,(Vahl) Roem. & Schult.,2.02,1.01,1976.15,988.07,y,Kew,1
442427-1,Juglans regia L.,Juglans regia,L.,3,1.5,2934,1467,y,Kew,1
77177309-1,Juncus alpinoarticulatus Chaix,Juncus alpinoarticulatus,Chaix,4.06,2.03,3966.71,1983.35,y,Kew,1
77177309-1,Juncus alpinoarticulatus Chaix,Juncus alpinoarticulatus,Chaix,4.02,2.01,3934.87,1967.43,y,Kew,1
442917-1,Juncus effusus L.,Juncus effusus,L.,0.6,0.3,587.52,293.76,y,Kew,1
442961-1,Juncus filiformis L.,Juncus filiformis,L.,1.17,0.58,1141.85,570.92,y,Kew,1
30088655-2,Juniperus communis L.,Juniperus communis,L.,22.97,11.49,22465.61,11232.81,y,Kew,1
30088655-2,Juniperus communis L.,Juniperus communis,L.,22.45,11.23,21957.71,10978.85,y,Kew,1
77070250-1,"Kalmia procumbens (L.) Galasso, Banfi & F.Conti",Kalmia procumbens,"(L.) Galasso, Banfi & F.Conti",1.4,0.7,1369.2,684.6,y,Kew,1
804092-1,Kickxia elatine (L.) Dumort.,Kickxia elatine,(L.) Dumort.,3.19,1.59,3119.82,1555.02,y,Kew,1
319318-1,Knautia arvensis (L.) Coult.,Knautia arvensis,(L.) Coult.,14.32,7.16,14004.96,7002.48,y,Kew,1
406615-1,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha,(Ledeb.) Schult.,2.28,1.14,2229.84,1114.92,y,Kew,1
406739-1,Koeleria vallesiana (Honck.) Gaudin,Koeleria vallesiana,(Honck.) Gaudin,12.53,6.27,12254.34,6127.17,y,Kew,1
327391-2,Lactuca saligna L.,Lactuca saligna,L.,5.18,2.59,5066.04,2533.02,y,Kew,1
448792-1,Lamium album L.,Lamium album,L.,1.94,0.97,1897.32,948.66,y,Kew,1
448797-1,Lamium amplexicaule L.,Lamium amplexicaule,L.,1.35,0.67,1320.3,655.26,y,Kew,1
448939-1,Lamium purpureum L.,Lamium purpureum,L.,2.74,1.37,2682.52,1341.26,y,Kew,1
448939-1,Lamium purpureum L.,Lamium purpureum,L.,1.62,0.81,1584.36,792.18,y,Kew,1
662042-1,Lathraea clandestina L.,Lathraea clandestina,L.,4.65,2.33,4547.7,2278.74,y,Kew,1
662054-1,Lathraea squamaria L.,Lathraea squamaria,L.,2.82,1.41,2757.96,1378.98,y,Kew,1
501579-1,Lathyrus aphaca L.,Lathyrus aphaca,L.,10.3,5.15,10068.75,5034.38,y,Kew,1
501579-1,Lathyrus aphaca L.,Lathyrus aphaca,L.,9.73,4.87,9515.94,4762.86,y,Kew,1
30381438-2,Lathyrus japonicus Willd.,Lathyrus japonicus,Willd.,12.79,6.4,12512.6,6256.3,y,Kew,1
30381438-2,Lathyrus japonicus Willd.,Lathyrus japonicus,Willd.,12.68,6.34,12397.66,6198.83,y,Kew,1
501820-1,Lathyrus linifolius (Reichard) Bässler,Lathyrus linifolius,(Reichard) Bässler,11.78,5.89,11520.84,5760.42,y,Kew,1
502035-1,Lathyrus sylvestris L.,Lathyrus sylvestris,L.,21.21,10.61,20745.77,10372.89,y,Kew,1
502035-1,Lathyrus sylvestris L.,Lathyrus sylvestris,L.,21.01,10.5,20543.5,10271.75,y,Kew,1
526223-1,Lemna trisulca L.,Lemna trisulca,L.,1.11,0.56,1085.58,547.68,y,Kew,1
229358-1,Leontodon hispidus L.,Leontodon hispidus,L.,4.37,2.18,4273.86,2132.04,y,Kew,1
229484-1,Leontodon saxatilis Lam.,Leontodon saxatilis,Lam.,1.45,0.73,1418.1,709.05,y,Kew,1
286156-1,Lepidium draba L.,Lepidium draba,L.,2.21,1.11,2161.38,1085.58,y,Kew,1
407309-1,Leymus arenarius (L.) Hochst.,Leymus arenarius,(L.) Hochst.,23.49,11.75,22973.22,11486.61,y,Kew,1
407309-1,Leymus arenarius (L.) Hochst.,Leymus arenarius,(L.) Hochst.,38.87,19.43,38014.86,19002.54,y,Kew,1
844602-1,Ligusticum scoticum L.,Ligusticum scoticum,L.,6.64,3.32,6493.92,3246.96,y,Kew,1
844602-1,Ligusticum scoticum L.,Ligusticum scoticum,L.,6.5,3.25,6353.98,3176.99,y,Kew,1
610130-1,Ligustrum vulgare L.,Ligustrum vulgare,L.,3.42,1.71,3345.01,1672.5,y,Kew,1
686665-1,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum,(G.E.Sm.) C.E.Salmon,7.3,3.65,7139.4,3569.7,y,Kew,1
804380-1,Limosella aquatica L.,Limosella aquatica,L.,1.55,0.77,1515.9,753.06,y,Kew,1
325777-2,Linaria vulgaris Mill.,Linaria vulgaris,Mill.,1.93,0.96,1883.94,941.97,y,Kew,1
140689-2,Linnaea borealis L.,Linnaea borealis,L.,2,1,1959.15,979.57,y,Kew,1
544373-1,Linum bienne Mill.,Linum bienne,Mill.,1.27,0.63,1242.06,616.14,y,Kew,1
544405-1,Linum catharticum L.,Linum catharticum,L.,1.5,0.75,1467,733.5,y,Kew,1
118163-1,Lithospermum officinale L.,Lithospermum officinale,L.,1.44,0.72,1403.94,701.97,y,Kew,1
684810-1,Littorella uniflora (L.) Asch.,Littorella uniflora,(L.) Asch.,12.83,6.42,12547.74,6278.76,y,Kew,1
143992-1,Lobelia urens L.,Lobelia urens,L.,0.95,0.48,933.66,466.83,y,Kew,1
143992-1,Lobelia urens L.,Lobelia urens,L.,1,0.5,981.76,490.88,y,Kew,1
149006-1,Lonicera periclymenum L.,Lonicera periclymenum,L.,6.37,3.18,6229.86,3110.04,y,Kew,1
149006-1,Lonicera periclymenum L.,Lonicera periclymenum,L.,6.82,3.41,6672.85,3336.43,y,Kew,1
30179739-2,Lotus corniculatus L.,Lotus corniculatus,L.,2.73,1.36,2665.12,1332.56,y,Kew,1
30179739-2,Lotus corniculatus L.,Lotus corniculatus,L.,2.51,1.25,2454.12,1227.06,y,Kew,1
30179739-2,Lotus corniculatus L.,Lotus corniculatus,L.,2.6,1.3,2542.8,1271.4,y,Kew,1
443712-1,Luzula arcuata (Wahlenb.) Sw.,Luzula arcuata,(Wahlenb.) Sw.,3.45,1.72,3370.73,1685.36,y,Kew,1
20009373-1,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica,(Huds.) Gaudin,0.53,0.26,517.9,258.95,y,Kew,1
304307-2,Lycopodium clavatum L.,Lycopodium clavatum,L.,5.85,2.93,5725.38,2862.69,y,Kew,1
304307-2,Lycopodium clavatum L.,Lycopodium clavatum,L.,6.21,3.1,6073.38,3031.8,y,Kew,1
147962-2,Lysichiton americanus Hultén & H. St. John,Lysichiton americanus,Hultén & H. St. John,6.37,3.18,6229.86,3110.04,y,Kew,1
77100386-1,Lysimachia arvensis (L.) U.Manns & Anderb.,Lysimachia arvensis,(L.) U.Manns & Anderb.,2.58,1.29,2523.24,1261.62,y,Kew,1
77100386-1,Lysimachia arvensis (L.) U.Manns & Anderb.,Lysimachia arvensis,(L.) U.Manns & Anderb.,2.72,1.36,2655.78,1327.89,y,Kew,1
77068343-1,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",3.16,1.58,3088.87,1544.43,y,Kew,1
77068343-1,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",3.23,1.62,3163.49,1581.74,y,Kew,1
701254-1,Lysimachia nemorum L.,Lysimachia nemorum,L.,3.57,1.79,3491.46,1750.62,y,Kew,1
148161-2,Lysimachia thyrsiflora L.,Lysimachia thyrsiflora,L.,2.9,1.45,2841.07,1420.54,y,Kew,1
701414-1,Lysimachia vulgaris L.,Lysimachia vulgaris,L.,4.61,2.31,4508.58,2259.18,y,Kew,1
553777-1,Lythrum portula (L.) D.A.Webb,Lythrum portula,(L.) D.A.Webb,0.62,0.31,606.36,303.18,y,Kew,1
147990-2,Lythrum salicaria L.,Lythrum salicaria,L.,3.24,1.62,3166.92,1583.46,y,Kew,1
1148915-2,Mahonia aquifolium (Pursh) Nutt.,Mahonia aquifolium,(Pursh) Nutt.,2.67,1.33,2611.26,1300.74,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.63,0.82,1594.14,801.96,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.7,0.85,1662.6,831.3,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.69,0.85,1652.82,831.3,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.68,0.84,1643.04,821.52,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,2.53,1.27,2474.34,1242.06,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.66,0.83,1623.48,811.74,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,2.69,1.35,2630.82,1320.3,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.69,0.84,1652.82,821.52,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.72,0.86,1682.16,841.08,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,2.51,1.25,2454.78,1222.5,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.71,0.86,1672.38,841.08,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,2.49,1.25,2435.22,1222.5,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,2.51,1.26,2454.78,1232.28,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.76,0.88,1721.28,860.64,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.66,0.83,1623.48,811.74,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.65,0.83,1613.7,811.74,y,Kew,1
726282-1,Malus domestica (Suckow) Borkh.,Malus domestica,(Suckow) Borkh.,1.7,0.85,1662.6,831.3,y,Kew,1
726415-1,Malus sylvestris (L.) Mill.,Malus sylvestris,(L.) Mill.,1.73,0.86,1691.94,841.08,y,Kew,1
726415-1,Malus sylvestris (L.) Mill.,Malus sylvestris,(L.) Mill.,1.81,0.91,1772.02,886.01,y,Kew,1
58427-3,Medicago arabica (L.) Huds.,Medicago arabica,(L.) Huds.,1.24,0.62,1215.59,607.79,y,Kew,1
506268-1,Medicago lupulina L.,Medicago lupulina,L.,1.5,0.75,1467,733.5,y,Kew,1
805620-1,Melampyrum arvense L.,Melampyrum arvense,L.,15.43,7.71,15086.74,7543.37,y,Kew,1
805713-1,Melampyrum pratense L.,Melampyrum pratense,L.,15.35,7.67,15012.3,7501.26,y,Kew,1
805739-1,Melampyrum sylvaticum L.,Melampyrum sylvaticum,L.,7.64,3.82,7470.3,3735.15,y,Kew,1
50970102-1,Menyanthes trifoliata L.,Menyanthes trifoliata,L.,3.67,1.83,3589.26,1789.74,y,Kew,1
352179-1,Mercurialis annua L.,Mercurialis annua,L.,1.41,0.71,1382.72,691.36,y,Kew,1
352211-1,Mercurialis perennis L.,Mercurialis perennis,L.,6.27,3.13,6132.06,3061.14,y,Kew,1
352211-1,Mercurialis perennis L.,Mercurialis perennis,L.,6.06,3.03,5926.68,2963.34,y,Kew,1
118618-1,Mertensia maritima (L.) Gray,Mertensia maritima,(L.) Gray,1.5,0.75,1464.87,732.43,y,Kew,1
287109-1,Microthlaspi perfoliatum (L.) F.K.Mey.,Microthlaspi perfoliatum,(L.) F.K.Mey.,1.35,0.67,1317.21,658.6,y,Kew,1
806149-1,Misopates orontium (L.) Raf.,Misopates orontium,(L.) Raf.,1,0.5,975.47,487.73,y,Kew,1
311155-2,Montia fontana L.,Montia fontana,L.,1.35,0.68,1320.3,665.04,y,Kew,1
233981-1,Mycelis muralis (L.) Dumort.,Mycelis muralis,(L.) Dumort.,4,2,3910.81,1955.4,y,Kew,1
119082-1,Myosotis laxa Lehm.,Myosotis laxa,Lehm.,3.06,1.53,2988.94,1494.47,y,Kew,1
300581-2,Myrica gale L.,Myrica gale,L.,0.61,0.3,595.75,297.87,y,Kew,1
66177-1,Narcissus pseudonarcissus L.,Narcissus pseudonarcissus,L.,25.1,12.55,24547.8,12273.9,y,Kew,1
409307-1,Nardus stricta L.,Nardus stricta,L.,3.99,1.99,3902.22,1946.22,y,Kew,1
538658-1,Narthecium ossifragum (L.) Huds.,Narthecium ossifragum,(L.) Huds.,0.99,0.5,968.22,489,y,Kew,1
30385379-2,Nuphar lutea (L.) Sm.,Nuphar lutea,(L.) Sm.,5.42,2.71,5300.76,2650.38,y,Kew,1
605460-1,Nuphar pumila (Timm) DC.,Nuphar pumila,(Timm) DC.,5.43,2.71,5310.54,2650.38,y,Kew,1
370207-1,Nymphoides peltata Kuntze,Nymphoides peltata,Kuntze,1.76,0.88,1725.74,862.87,y,Kew,1
845253-1,Oenanthe crocata L.,Oenanthe crocata,L.,1.35,0.68,1324.59,662.29,y,Kew,1
845312-1,Oenanthe lachenalii C.C.Gmel.,Oenanthe lachenalii,C.C.Gmel.,1.42,0.71,1392.93,696.47,y,Kew,1
510168-1,Onobrychis viciifolia Scop.,Onobrychis viciifolia,Scop.,2.91,1.46,2849.36,1424.68,y,Kew,1
510168-1,Onobrychis viciifolia Scop.,Onobrychis viciifolia,Scop.,2.79,1.39,2724.06,1362.03,y,Kew,1
510480-1,Ononis repens L.,Ononis repens,L.,2.86,1.43,2796.49,1398.25,y,Kew,1
304390-2,Ophioglossum vulgatum L.,Ophioglossum vulgatum,L.,48.94,24.47,47863.32,23931.66,y,Kew,1
647746-1,Ophrys apifera Huds.,Ophrys apifera,Huds.,23.29,11.65,22777.62,11393.7,y,Kew,1
17446120-1,Oreopteris limbosperma (All.) Holub,Oreopteris limbosperma,(All.) Holub,13.69,6.85,13388.82,6699.3,y,Kew,1
510863-1,Ornithopus perpusillus L.,Ornithopus perpusillus,L.,1.37,0.69,1339.86,674.82,y,Kew,1
510864-1,Ornithopus pinnatus (Mill.) Druce,Ornithopus pinnatus,(Mill.) Druce,1.42,0.71,1388.99,694.5,y,Kew,1
662398-1,Orobanche hederae Duby,Orobanche hederae,Duby,5.65,2.83,5528.15,2764.07,y,Kew,1
53607-3,Orobanche minor Sm.,Orobanche minor,Sm.,6.26,3.13,6122.28,3061.14,y,Kew,1
305721-2,Osmunda regalis L.,Osmunda regalis,L.,29.05,14.53,28414.52,14207.26,y,Kew,1
30012601-2,Oxalis acetosella L.,Oxalis acetosella,L.,5.71,2.86,5587.18,2793.59,y,Kew,1
694858-1,Oxyria digyna (L.) Hill,Oxyria digyna,(L.) Hill,3.02,1.51,2954,1477,y,Kew,1
694858-1,Oxyria digyna (L.) Hill,Oxyria digyna,(L.) Hill,2.53,1.26,2474.34,1232.28,y,Kew,1
179551-2,Oxytropis campestris (L.) DC.,Oxytropis campestris,(L.) DC.,9.13,4.57,8932.31,4466.16,y,Kew,1
673488-1,Papaver dubium L.,Papaver dubium,L.,4.84,2.42,4738.3,2369.15,y,Kew,1
306058-2,Papaver rhoeas L.,Papaver rhoeas,L.,11.03,5.52,10787.34,5398.56,y,Kew,1
673724-1,Papaver somniferum L.,Papaver somniferum,L.,6.57,3.28,6425.46,3207.84,y,Kew,1
854934-1,Parietaria judaica L.,Parietaria judaica,L.,1.53,0.77,1500.67,750.34,y,Kew,1
539724-1,Paris quadrifolia L.,Paris quadrifolia,L.,105.66,52.83,103335.48,51667.74,y,Kew,1
792120-1,Parnassia palustris L.,Parnassia palustris,L.,4.71,2.36,4606.38,2308.08,y,Kew,1
807439-1,Pedicularis palustris L.,Pedicularis palustris,L.,4.5,2.25,4401,2200.5,y,Kew,1
60457907-2,Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey,Pentaglottis sempervirens,(L.) Tausch ex L.H.Bailey,2.14,1.07,2092.92,1046.46,y,Kew,1
695052-1,Persicaria maculosa Gray,Persicaria maculosa,Gray,3.46,1.73,3387.7,1693.85,y,Kew,1
942865-1,Petasites pyrenaicus (L.) G.López,Petasites pyrenaicus,(L.) G.López,7.34,3.67,7182.97,3591.48,y,Kew,1
155978-1,Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood,Petrorhagia nanteuilii,(Burnat) P.W.Ball & Heywood,3.22,1.61,3151.19,1575.6,y,Kew,1
415571-1,Phalaris arundinacea L.,Phalaris arundinacea,L.,10.09,5.04,9868.02,4929.12,y,Kew,1
415571-1,Phalaris arundinacea L.,Phalaris arundinacea,L.,10.93,5.47,10690.65,5345.32,y,Kew,1
17344580-1,Phegopteris connectilis (Michx.) Watt,Phegopteris connectilis,(Michx.) Watt,14.78,7.39,14454.84,7227.42,y,Kew,1
415780-1,Phleum arenarium L.,Phleum arenarium,L.,3.16,1.58,3090.48,1545.24,y,Kew,1
415786-1,Phleum bertolonii DC.,Phleum bertolonii,DC.,3.31,1.65,3237.18,1613.7,y,Kew,1
415866-1,Phleum phleoides (L.) H.Karst.,Phleum phleoides,(L.) H.Karst.,4.04,2.02,3951.12,1975.56,y,Kew,1
144438-1,Phyteuma orbiculare L.,Phyteuma orbiculare,L.,2.62,1.31,2562.36,1281.18,y,Kew,1
144490-1,Phyteuma spicatum L.,Phyteuma spicatum,L.,2.55,1.28,2494.49,1247.24,y,Kew,1
144490-1,Phyteuma spicatum L.,Phyteuma spicatum,L.,2.55,1.28,2493.9,1251.84,y,Kew,1
676329-1,Phytolacca acinosa Roxb.,Phytolacca acinosa,Roxb.,6.22,3.11,6083.16,3041.58,y,Kew,1
237848-1,Picris hieracioides L.,Picris hieracioides,L.,3.03,1.51,2961.44,1480.72,y,Kew,1
303200-2,Pilularia globulifera L.,Pilularia globulifera,L.,2.08,1.04,2037.34,1018.67,y,Kew,1
526527-1,Pinguicula vulgaris L.,Pinguicula vulgaris,L.,1.49,0.74,1457.22,723.72,y,Kew,1
263353-1,Pinus sylvestris L.,Pinus sylvestris,L.,75.74,37.87,74070.8,37035.4,y,Kew,1
263353-1,Pinus sylvestris L.,Pinus sylvestris,L.,46.51,23.26,45491.43,22745.71,y,Kew,1
263353-1,Pinus sylvestris L.,Pinus sylvestris,L.,46.08,23.04,45069.27,22534.63,y,Kew,1
685048-1,Plantago coronopus L.,Plantago coronopus,L.,1.38,0.69,1349.64,674.82,y,Kew,1
321285-2,Plantago lanceolata L.,Plantago lanceolata,L.,2.92,1.46,2857.8,1428.9,y,Kew,1
321285-2,Plantago lanceolata L.,Plantago lanceolata,L.,2.95,1.47,2884.6,1442.3,y,Kew,1
321285-2,Plantago lanceolata L.,Plantago lanceolata,L.,2.94,1.47,2877.34,1438.67,y,Kew,1
321285-2,Plantago lanceolata L.,Plantago lanceolata,L.,2.98,1.49,2914.44,1457.22,y,Kew,1
320036-2,Poa alpina L.,Poa alpina,L.,8.03,4.01,7852.89,3926.44,y,Kew,1
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa humilis,Ehrh. ex Hoffm.,12.25,6.13,11980.5,5990.25,y,Kew,1
691020-1,Polygala amarella Crantz,Polygala amarella,Crantz,1.01,0.5,987.78,489,y,Kew,1
692570-1,Polygala vulgaris L.,Polygala vulgaris,L.,2.01,1.01,1965.78,987.78,y,Kew,1
695422-1,Polygonum aviculare L.,Polygonum aviculare,L.,1.86,0.93,1819.08,909.54,y,Kew,1
300720-2,Polypodium vulgare L.,Polypodium vulgare,L.,46.01,23,44997.78,22494,y,Kew,1
418741-1,Polypogon viridis (Gouan) Breistr.,Polypogon viridis,(Gouan) Breistr.,7.03,3.52,6875.34,3442.56,y,Kew,1
283610-2,Pontederia cordata L.,Pontederia cordata,L.,1.4,0.7,1367.89,683.94,y,Kew,1
776573-1,Populus alba L.,Populus alba,L.,1.03,0.52,1007.34,508.56,y,Kew,1
302387-2,Populus tremula L.,Populus tremula,L.,1.08,0.54,1056.24,528.12,y,Kew,1
603369-1,Potamogeton polygonifolius Pourr.,Potamogeton polygonifolius,Pourr.,0.89,0.44,870.42,430.32,y,Kew,1
727641-1,Potentilla anserina L.,Potentilla anserina,L.,1.12,0.56,1092.76,546.38,y,Kew,1
209595-2,Poterium sanguisorba L.,Poterium sanguisorba,L.,1.2,0.6,1173.6,586.8,y,Kew,1
30005260-2,Primula farinosa L.,Primula farinosa,L.,3.73,1.87,3650.65,1825.32,y,Kew,1
702578-1,Primula scotica Hook.,Primula scotica,Hook.,7.81,3.9,7638.18,3814.2,y,Kew,1
702779-1,Primula vulgaris Huds.,Primula vulgaris,Huds.,0.99,0.49,968.22,479.22,y,Kew,1
455176-1,Prunella vulgaris L.,Prunella vulgaris,L.,1.44,0.72,1412.47,706.23,y,Kew,1
455176-1,Prunella vulgaris L.,Prunella vulgaris,L.,1.42,0.71,1388.76,694.38,y,Kew,1
455176-1,Prunella vulgaris L.,Prunella vulgaris,L.,1.65,0.82,1613.28,806.64,y,Kew,1
30093848-2,Prunus avium (L.) L.,Prunus avium,(L.) L.,0.97,0.49,951.1,475.55,y,Kew,1
730076-1,Prunus padus L.,Prunus padus,L.,1.14,0.57,1112.96,556.48,y,Kew,1
730297-1,Prunus spinosa L.,Prunus spinosa,L.,2.4,1.2,2344.89,1172.45,y,Kew,1
17210060-1,Pteridium aquilinum (L.) Kuhn,Pteridium aquilinum,(L.) Kuhn,17.2,8.6,16821.43,8410.72,y,Kew,1
1026660-2,Puccinellia distans (Jacq.) Parl.,Puccinellia distans,(Jacq.) Parl.,8.37,4.19,8185.86,4092.93,y,Kew,1
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima,(Huds.) Parl.,10.36,5.18,10132.08,5066.04,y,Kew,1
60445945-2,Pulicaria dysenterica (L.) Bernh.,Pulicaria dysenterica,(L.) Bernh.,2.19,1.1,2142.89,1071.45,y,Kew,1
712079-1,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris,Mill.,27.14,13.57,26545.7,13272.85,y,Kew,1
712079-1,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris,Mill.,25.96,12.98,25388.88,12694.44,y,Kew,1
730782-1,Pyrus cordata Desv.,Pyrus cordata,Desv.,1.52,0.76,1486.56,743.28,y,Kew,1
730782-1,Pyrus cordata Desv.,Pyrus cordata,Desv.,1.31,0.66,1281.18,645.48,y,Kew,1
295941-1,Quercus cerris L.,Quercus cerris,L.,1.97,0.99,1926.66,968.22,y,Kew,1
296290-1,Quercus ilex L.,Quercus ilex,L.,2.09,1.04,2044.02,1017.12,y,Kew,1
359961-1,Quercus petraea (Matt.) Liebl.,Quercus petraea,(Matt.) Liebl.,2.02,1.01,1976.91,988.46,y,Kew,1
359961-1,Quercus petraea (Matt.) Liebl.,Quercus petraea,(Matt.) Liebl.,1.97,0.99,1926.66,968.22,y,Kew,1
304293-2,Quercus robur L.,Quercus robur,L.,2.07,1.04,2024.46,1017.12,y,Kew,1
712125-1,Ranunculus acris L.,Ranunculus acris,L.,9.88,4.94,9662.64,4831.32,y,Kew,1
712125-1,Ranunculus acris L.,Ranunculus acris,L.,10.39,5.19,10159.49,5079.74,y,Kew,1
712367-1,Ranunculus bulbosus L.,Ranunculus bulbosus,L.,11.2,5.6,10953.6,5476.8,y,Kew,1
713478-1,Ranunculus peltatus Schrank,Ranunculus peltatus,Schrank,9.37,4.68,9162.97,4581.48,y,Kew,1
715535-1,Reseda luteola L.,Reseda luteola,L.,1.33,0.66,1300.74,645.48,y,Kew,1
435655-1,Reynoutria japonica Houtt.,Reynoutria japonica,Houtt.,9.93,4.96,9711.04,4855.52,y,Kew,1
696697-1,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria sachalinensis,(F.Schmidt) Nakai,4.31,2.16,4215.18,2112.48,y,Kew,1
718256-1,Rhamnus cathartica L.,Rhamnus cathartica,L.,1.09,0.54,1065.23,532.61,y,Kew,1
718256-1,Rhamnus cathartica L.,Rhamnus cathartica,L.,1.06,0.53,1035.52,517.76,y,Kew,1
